,Date,Week,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent
5756,2011-08-12,32,CULEX RESTUANS,T223,41.973845000000004,-87.805059,3,1
5789,2011-08-19,33,CULEX PIPIENS,T900,41.974689,-87.890615,141,1
5797,2011-08-19,33,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,4,1
5811,2011-08-19,33,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,16,1
5924,2011-08-26,34,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,46,1
5940,2011-08-26,34,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,5,1
5941,2011-08-26,34,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,3,1
5970,2011-08-26,34,CULEX RESTUANS,T900,41.974689,-87.890615,16,1
5995,2011-09-01,35,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,36,1
6000,2011-09-01,35,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,5,1
6014,2011-09-01,35,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,37,1
6018,2011-09-01,35,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,11,1
6050,2011-09-02,35,CULEX PIPIENS,T903,41.957799,-87.930995,13,1
6058,2011-09-02,35,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,13,1
6064,2011-09-02,35,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,128,1
6095,2011-09-12,37,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,22,1
6107,2011-09-12,37,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,3,1
6139,2011-09-12,37,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,6,1
6146,2011-09-12,37,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,24,1
6153,2011-09-12,37,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,51,1
6193,2011-09-12,37,CULEX RESTUANS,T900,41.974689,-87.890615,13,1
6219,2011-09-16,37,CULEX PIPIENS,T903,41.957799,-87.930995,47,1
6246,2011-09-16,37,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,9,1
6249,2011-09-16,37,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,36,1
6321,2011-09-23,38,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,13,1
6322,2011-09-23,38,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,43,1
6326,2011-09-23,38,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,54,1
6355,2011-09-23,38,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,61,1
6362,2011-09-23,38,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,18,1
6365,2011-09-23,38,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,24,1
6805,2013-06-28,25,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,38,1
6943,2013-07-12,27,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,33,1
6987,2013-07-12,27,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,27,1
7004,2013-07-12,27,CULEX RESTUANS,T008,42.008314,-87.77792099999999,45,1
7028,2013-07-12,27,CULEX RESTUANS,T073,41.773215,-87.60088,9,1
7049,2013-07-12,27,CULEX RESTUANS,T158,41.682587,-87.707973,75,1
7060,2013-07-12,27,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,75,1
7062,2013-07-12,27,CULEX RESTUANS,T231,41.98728,-87.666066,63,1
7075,2013-07-19,28,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,7,1
7076,2013-07-19,28,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,106,1
7079,2013-07-19,28,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,23,1
7083,2013-07-19,28,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,305,1
7084,2013-07-19,28,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,16,1
7091,2013-07-19,28,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,37,1
7132,2013-07-19,28,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,54,1
7138,2013-07-19,28,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,280,1
7175,2013-07-19,28,CULEX RESTUANS,T128,41.704572,-87.56566600000001,13,1
7190,2013-07-19,28,CULEX RESTUANS,T225,41.743402,-87.731435,169,1
7191,2013-07-19,28,CULEX RESTUANS,T226,41.793818,-87.654234,54,1
7193,2013-07-19,28,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,69,1
7194,2013-07-19,28,CULEX RESTUANS,T230,41.904194,-87.756155,34,1
7200,2013-07-19,28,CULEX RESTUANS,T900,41.974689,-87.890615,212,1
7235,2013-07-25,29,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,18,1
7287,2013-07-25,29,CULEX RESTUANS,T054,41.921965,-87.632085,4,1
7343,2013-08-01,30,CULEX PIPIENS,T094,41.720848,-87.666014,4,1
7349,2013-08-01,30,CULEX PIPIENS,T147,41.932094,-87.700117,27,1
7359,2013-08-01,30,CULEX PIPIENS,T224,41.947227000000005,-87.67145699999999,12,1
7364,2013-08-01,30,CULEX PIPIENS,T231,41.98728,-87.666066,17,1
7369,2013-08-01,30,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,35,1
7374,2013-08-01,30,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,42,1
7378,2013-08-01,30,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,46,1
7408,2013-08-01,30,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,24,1
7418,2013-08-01,30,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,20,1
7420,2013-08-01,30,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,21,1
7428,2013-08-01,30,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,984,1
7462,2013-08-01,30,CULEX RESTUANS,T147,41.932094,-87.700117,10,1
7469,2013-08-01,30,CULEX RESTUANS,T221,41.659112,-87.53869300000001,5,1
7473,2013-08-01,30,CULEX RESTUANS,T225,41.743402,-87.731435,7,1
7486,2013-08-08,31,CULEX PIPIENS,T002,41.95469,-87.800991,56,1
7488,2013-08-08,31,CULEX PIPIENS,T009,41.992478000000006,-87.862995,38,1
7490,2013-08-08,31,CULEX PIPIENS,T013,41.923738,-87.785288,45,1
7491,2013-08-08,31,CULEX PIPIENS,T027,41.984809000000006,-87.728492,16,1
7498,2013-08-08,31,CULEX PIPIENS,T065,41.778296999999995,-87.752411,1,1
7502,2013-08-08,31,CULEX PIPIENS,T082,41.803422999999995,-87.642984,2,1
7518,2013-08-08,31,CULEX PIPIENS,T226,41.793818,-87.654234,5,1
7521,2013-08-08,31,CULEX PIPIENS,T230,41.904194,-87.756155,8,1
7525,2013-08-08,31,CULEX PIPIENS,T900,41.974689,-87.890615,49,1
7527,2013-08-08,31,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,127,1
7528,2013-08-08,31,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,28,1
7531,2013-08-08,31,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,17,1
7533,2013-08-08,31,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,79,1
7538,2013-08-08,31,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,50,1
7548,2013-08-08,31,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,48,1
7551,2013-08-08,31,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,11,1
7552,2013-08-08,31,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,127,1
7557,2013-08-08,31,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,24,1
7567,2013-08-08,31,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,76,1
7570,2013-08-08,31,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,37,1
7571,2013-08-08,31,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,20,1
7572,2013-08-08,31,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,126,1
7579,2013-08-08,31,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,41,1
7582,2013-08-08,31,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,30,1
7584,2013-08-08,31,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,21,1
7587,2013-08-08,31,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,95,1
7616,2013-08-08,31,CULEX RESTUANS,T089,41.723195000000004,-87.64997,4,1
7637,2013-08-08,31,CULEX RESTUANS,T225,41.743402,-87.731435,27,1
7639,2013-08-08,31,CULEX RESTUANS,T227,41.728495,-87.60096300000001,5,1
7641,2013-08-08,31,CULEX RESTUANS,T230,41.904194,-87.756155,2,1
7652,2013-08-15,32,CULEX PIPIENS,T028,41.986921,-87.689778,47,1
7658,2013-08-15,32,CULEX PIPIENS,T047,41.868142,-87.696269,29,1
7662,2013-08-15,32,CULEX PIPIENS,T054C,41.925652,-87.63359,45,1
7663,2013-08-15,32,CULEX PIPIENS,T061,41.801179,-87.679447,33,1
7665,2013-08-15,32,CULEX PIPIENS,T066,41.77166,-87.703047,31,1
7673,2013-08-15,32,CULEX PIPIENS,T094,41.720848,-87.666014,8,1
7680,2013-08-15,32,CULEX PIPIENS,T151,41.916265,-87.800515,9,1
7688,2013-08-15,32,CULEX PIPIENS,T226,41.793818,-87.654234,12,1
7702,2013-08-15,32,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,40,1
7707,2013-08-15,32,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,54,1
7714,2013-08-15,32,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,22,1
7744,2013-08-15,32,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,13,1
7746,2013-08-15,32,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,40,1
7748,2013-08-15,32,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,15,1
7751,2013-08-15,32,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,34,1
7753,2013-08-15,32,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,83,1
7762,2013-08-15,32,CULEX RESTUANS,T028,41.986921,-87.689778,24,1
7781,2013-08-15,32,CULEX RESTUANS,T235,41.776428,-87.627096,7,1
7784,2013-08-22,33,CULEX PIPIENS,T002,41.95469,-87.800991,12,1
7785,2013-08-22,33,CULEX PIPIENS,T003,41.964242,-87.757639,23,1
7790,2013-08-22,33,CULEX PIPIENS,T028,41.986921,-87.689778,7,1
7791,2013-08-22,33,CULEX PIPIENS,T030,41.899229999999996,-87.716788,47,1
7801,2013-08-22,33,CULEX PIPIENS,T066,41.77166,-87.703047,14,1
7825,2013-08-22,33,CULEX PIPIENS,T225,41.743402,-87.731435,21,1
7827,2013-08-22,33,CULEX PIPIENS,T228,41.951865999999995,-87.72505699999999,15,1
7828,2013-08-22,33,CULEX PIPIENS,T231,41.98728,-87.666066,63,1
7829,2013-08-22,33,CULEX PIPIENS,T233,42.009876,-87.807277,66,1
7830,2013-08-22,33,CULEX PIPIENS,T235,41.776428,-87.627096,18,1
7832,2013-08-22,33,CULEX PIPIENS,T900,41.974689,-87.890615,142,1
7833,2013-08-22,33,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,34,1
7837,2013-08-22,33,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,5,1
7841,2013-08-22,33,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,31,1
7842,2013-08-22,33,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,7,1
7845,2013-08-22,33,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,16,1
7850,2013-08-22,33,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,13,1
7851,2013-08-22,33,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,58,1
7856,2013-08-22,33,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,6,1
7864,2013-08-22,33,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,15,1
7885,2013-08-22,33,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,4,1
7890,2013-08-22,33,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,22,1
7894,2013-08-22,33,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.66805500000001,3,1
7896,2013-08-22,33,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,15,1
7898,2013-08-22,33,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,86,1
7902,2013-08-22,33,CULEX RESTUANS,T027,41.984809000000006,-87.728492,6,1
7910,2013-08-22,33,CULEX RESTUANS,T061,41.801179,-87.679447,1,1
7913,2013-08-22,33,CULEX RESTUANS,T066,41.77166,-87.703047,4,1
7924,2013-08-22,33,CULEX RESTUANS,T152,41.846075,-87.716277,3,1
7932,2013-08-29,34,CULEX PIPIENS,T002,41.95469,-87.800991,35,1
7934,2013-08-29,34,CULEX PIPIENS,T009,41.992478000000006,-87.862995,65,1
7939,2013-08-29,34,CULEX PIPIENS,T028,41.986921,-87.689778,17,1
7941,2013-08-29,34,CULEX PIPIENS,T031,41.801497999999995,-87.763416,9,1
7954,2013-08-29,34,CULEX PIPIENS,T114,41.798697,-87.736812,13,1
7961,2013-08-29,34,CULEX PIPIENS,T155,41.776156,-87.778927,3,1
7965,2013-08-29,34,CULEX PIPIENS,T222,41.925197999999995,-87.746381,9,1
7968,2013-08-29,34,CULEX PIPIENS,T233,42.009876,-87.807277,50,1
7969,2013-08-29,34,CULEX PIPIENS,T235,41.776428,-87.627096,12,1
7971,2013-08-29,34,CULEX PIPIENS,T900,41.974689,-87.890615,281,1
7974,2013-08-29,34,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,30,1
7975,2013-08-29,34,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,41,1
7976,2013-08-29,34,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,131,1
7984,2013-08-29,34,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,15,1
7985,2013-08-29,34,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,15,1
7987,2013-08-29,34,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,19,1
8002,2013-08-29,34,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,5,1
8005,2013-08-29,34,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,28,1
8007,2013-08-29,34,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,39,1
8014,2013-08-29,34,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,60,1
8015,2013-08-29,34,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,32,1
8019,2013-08-29,34,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,52,1
8023,2013-08-29,34,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,39,1
8025,2013-08-29,34,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,150,1
8027,2013-08-29,34,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,314,1
8033,2013-08-29,34,CULEX RESTUANS,T090,41.868077,-87.666901,12,1
8046,2013-09-06,35,CULEX PIPIENS,T009,41.992478000000006,-87.862995,30,1
8049,2013-09-06,35,CULEX PIPIENS,T027,41.984809000000006,-87.728492,19,1
8050,2013-09-06,35,CULEX PIPIENS,T030,41.899229999999996,-87.716788,45,1
8052,2013-09-06,35,CULEX PIPIENS,T033,41.906638,-87.701431,82,1
8053,2013-09-06,35,CULEX PIPIENS,T035,41.763733,-87.742302,31,1
8059,2013-09-06,35,CULEX PIPIENS,T054,41.921965,-87.632085,70,1
8067,2013-09-06,35,CULEX PIPIENS,T077,41.778748,-87.586427,1,1
8074,2013-09-06,35,CULEX PIPIENS,T114,41.798697,-87.736812,64,1
8079,2013-09-06,35,CULEX PIPIENS,T151,41.916265,-87.800515,13,1
8088,2013-09-06,35,CULEX PIPIENS,T225,41.743402,-87.731435,13,1
8095,2013-09-06,35,CULEX PIPIENS,T233,42.009876,-87.807277,18,1
8096,2013-09-06,35,CULEX PIPIENS,T235,41.776428,-87.627096,37,1
8097,2013-09-06,35,CULEX PIPIENS,T236,41.994679,-87.770899,10,1
8098,2013-09-06,35,CULEX PIPIENS,T900,41.974689,-87.890615,195,1
8101,2013-09-06,35,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,35,1
8106,2013-09-06,35,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,36,1
8117,2013-09-06,35,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,54,1
8119,2013-09-06,35,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,13,1
8123,2013-09-06,35,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,17,1
8140,2013-09-06,35,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,82,1
8142,2013-09-06,35,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,33,1
8147,2013-09-06,35,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,16,1
8150,2013-09-06,35,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,15,1
8152,2013-09-06,35,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,308,1
8163,2013-09-06,35,CULEX RESTUANS,T900,41.974689,-87.890615,40,1
8164,2013-09-12,36,CULEX PIPIENS,T002,41.95469,-87.800991,32,1
8166,2013-09-12,36,CULEX PIPIENS,T011,41.944869,-87.832763,9,1
8169,2013-09-12,36,CULEX PIPIENS,T027,41.984809000000006,-87.728492,9,1
8170,2013-09-12,36,CULEX PIPIENS,T028,41.986921,-87.689778,45,1
8175,2013-09-12,36,CULEX PIPIENS,T039,41.911823999999996,-87.726737,14,1
8188,2013-09-12,36,CULEX PIPIENS,T090,41.868077,-87.666901,21,1
8194,2013-09-12,36,CULEX PIPIENS,T135,41.662014,-87.72460799999999,18,1
8196,2013-09-12,36,CULEX PIPIENS,T147,41.932094,-87.700117,13,1
8203,2013-09-12,36,CULEX PIPIENS,T225,41.743402,-87.731435,47,1
8209,2013-09-12,36,CULEX PIPIENS,T232,41.912563,-87.66805500000001,2,1
8212,2013-09-12,36,CULEX PIPIENS,T900,41.974689,-87.890615,238,1
8219,2013-09-12,36,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,21,1
8222,2013-09-12,36,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,15,1
8230,2013-09-12,36,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,47,1
8233,2013-09-12,36,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,71,1
8243,2013-09-12,36,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,5,1
8244,2013-09-12,36,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,23,1
8245,2013-09-12,36,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,186,1
8255,2013-09-12,36,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,5,1
8264,2013-09-12,36,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,18,1
8287,2013-09-19,37,CULEX PIPIENS,T013,41.923738,-87.785288,26,1
8290,2013-09-19,37,CULEX PIPIENS,T030,41.899229999999996,-87.716788,21,1
8304,2013-09-19,37,CULEX PIPIENS,T090,41.868077,-87.666901,6,1
8315,2013-09-19,37,CULEX PIPIENS,T221,41.659112,-87.53869300000001,11,1
8329,2013-09-19,37,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,10,1
8330,2013-09-19,37,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,11,1
8342,2013-09-19,37,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,31,1
8351,2013-09-19,37,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,6,1
8377,2013-09-19,37,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,47,1
8389,2013-09-26,38,CULEX PIPIENS,T003,41.964242,-87.757639,3,1
8427,2013-09-26,38,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,6,1
8449,2013-09-26,38,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,4,1
8467,2013-09-26,38,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,43,1
